date,direction,breakout_time,or_high,or_low,entry_time,entry_price,sl,tp,exit_time,exit_price,exit_reason,shares,pnl,r_multiple
2026-03-12,long,2026-03-12 09:45:00-04:00,481.1283173625325,476.2499379748077,2026-03-12 11:05:00-04:00,479.9818966139225,478.8201922434859,483.72354294521114,2026-03-12 11:25:00-04:00,481.0282621039092,EOD (cierre de sesión),86.08041989410478,90.07158074075322,0.9007158074075322
2026-03-20,short,2026-03-20 09:45:00-04:00,516.5973855994611,514.5104644301391,2026-03-20 10:10:00-04:00,514.2354038097172,518.4036066639163,513.2840981711634,2026-03-20 10:10:00-04:00,513.3354265809804,TP,24.207246944749667,21.78597102068356,0.21591493029907888
2026-03-30,short,2026-03-30 09:50:00-04:00,481.58971997339,476.08556896725344,2026-03-30 11:10:00-04:00,477.77355954326754,480.0802514295818,474.0424098294167,2026-03-30 11:25:00-04:00,474.82882127828543,EOD (cierre de sesión),43.83705345198365,129.0886487241222,1.2766066774905822
2026-03-31,short,2026-03-31 09:45:00-04:00,473.2044328700672,471.3844077943928,2026-03-31 11:10:00-04:00,465.6435238149697,468.2054505067269,464.0033714083192,2026-03-31 11:25:00-04:00,464.04977174546,TP,39.973611397371265,63.70802589033548,0.6220912076201989
2026-04-07,long,2026-04-07 10:15:00-04:00,491.3454151823056,485.01544657951763,2026-04-07 11:15:00-04:00,497.137092621989,487.05806780893573,517.2951422480955,2026-04-07 11:25:00-04:00,496.67098001170774,EOD (cierre de sesión),10.223860361004798,-4.765470240018879,-0.04624580442322009
2026-04-09,short,2026-04-09 09:45:00-04:00,524.3601276186316,516.9800466924213,2026-04-09 10:40:00-04:00,513.4448738443938,524.8229614685789,495.9616205359658,2026-04-09 11:25:00-04:00,512.9475973642934,EOD (cierre de sesión),9.052390082005129,4.50154067647499,0.04370475044007948
2026-04-16,short,2026-04-16 09:50:00-04:00,507.0653382855739,500.22384578264763,2026-04-16 11:10:00-04:00,499.3773933349567,501.6899052067868,492.1136231541888,2026-04-16 11:10:00-04:00,501.7400741973075,SL,44.55929685090655,-105.2793979094439,-1.0216945872286298
2026-04-20,short,2026-04-20 09:45:00-04:00,500.5530836378118,495.3537467178054,2026-04-20 10:55:00-04:00,497.2615696971904,498.62530833983544,494.0974846691567,2026-04-20 10:55:00-04:00,498.67517087066943,SL,74.78787049050078,-105.72022148737017,-1.0365631135429878
2026-04-23,short,2026-04-23 09:45:00-04:00,468.3590340610381,463.9188164694681,2026-04-23 10:15:00-04:00,464.02124123446265,468.40425593490716,460.26301786501676,2026-04-23 10:35:00-04:00,468.4510963605006,SL,23.02842077256074,-102.01256780388765,-1.0106868054968472
2026-04-28,short,2026-04-28 09:55:00-04:00,459.2269593164931,454.8438763043395,2026-04-28 11:05:00-04:00,456.1113119139148,456.974740964366,455.7484008527736,2026-04-28 11:05:00-04:00,455.7939756928589,TP,115.71741887061188,36.7213284147406,0.3675301646267886
2026-04-30,short,2026-04-30 09:45:00-04:00,462.7153456968168,458.3986628529757,2026-04-30 10:30:00-04:00,456.81425456976405,456.97495184716274,451.53387562412684,2026-04-30 10:30:00-04:00,457.02064934234744,SL,624.0366732005201,-128.7979072489192,-1.2843700647853538
2026-05-18,short,2026-05-18 09:55:00-04:00,426.86998807341473,420.3653130510007,2026-05-18 10:30:00-04:00,415.40782631908036,449.18592055342947,347.85163785038213,2026-05-18 11:25:00-04:00,417.6459057326376,EOD (cierre de sesión),2.930686812019968,-6.559109821565516,-0.0662583092471008
2026-05-25,short,2026-05-25 09:45:00-04:00,438.22290709434895,433.3301378525707,2026-05-25 10:45:00-04:00,424.78000128253547,426.8956536128521,412.0546859614206,2026-05-25 11:25:00-04:00,420.90372983771846,EOD (cierre de sesión),46.75977370759898,181.253575588871,1.8321873538819697
2026-06-03,short,2026-06-03 09:50:00-04:00,403.58515750168146,396.6299600549337,2026-06-03 11:15:00-04:00,396.3703713058308,397.9320234805785,394.9966572796702,2026-06-03 11:20:00-04:00,395.0361569453982,TP,64.50857725839279,86.06827014922422,0.8543607738055915
2026-06-15,long,2026-06-15 09:45:00-04:00,390.94654444809305,386.3134897618234,2026-06-15 10:35:00-04:00,391.2443139888625,388.9980031367907,394.8961694524781,2026-06-15 10:50:00-04:00,394.8566798355329,TP,45.23000125883482,163.3873117922741,1.6081326604190767
2026-06-17,long,2026-06-17 09:45:00-04:00,423.31083923941657,419.7485894129879,2026-06-17 11:25:00-04:00,423.1254004940428,421.6625679545561,427.1337564827313,2026-06-17 11:25:00-04:00,423.08598994459743,EOD (cierre de sesión),70.57165669905407,-2.7812677657813327,-0.02694125840215498
2026-06-24,long,2026-06-24 09:55:00-04:00,411.86238769983424,407.94615377622677,2026-06-24 10:55:00-04:00,414.1965667265749,410.9394272265049,426.33125953757605,2026-06-24 11:05:00-04:00,410.8983332837823,SL,31.686301156271583,-104.50881815201255,-1.0126165743658637
2026-06-25,long,2026-06-25 09:45:00-04:00,429.1079086928819,424.8910475625222,2026-06-25 11:10:00-04:00,434.6172480588991,431.4423628283342,436.41561583598883,2026-06-25 11:10:00-04:00,436.37197427440526,TP,32.178049758197425,56.463667474569995,0.5526896527197938
2026-06-26,long,2026-06-26 09:45:00-04:00,424.1877898753196,418.1575842296058,2026-06-26 11:15:00-04:00,430.619194216366,427.8543757612606,432.9824152486963,2026-06-26 11:20:00-04:00,432.9391170071715,TP,37.15479090887158,86.19624621710389,0.8390868436665775
2026-06-29,short,2026-06-29 09:55:00-04:00,426.41546019409395,423.4413068623787,2026-06-29 11:15:00-04:00,421.784278578763,425.78053684447514,420.3246218385041,2026-06-29 11:20:00-04:00,420.3666543006879,TP,25.921301170994806,36.74666585929864,0.3547379032627353
2026-07-08,long,2026-07-08 09:45:00-04:00,461.8194123126011,457.14605869643026,2026-07-08 10:40:00-04:00,461.0853943128657,459.80846742126914,464.98454301061446,2026-07-08 10:45:00-04:00,459.76248657452703,SL,81.41083205728366,-107.69901971316817,-1.0360089892731617
2026-07-20,short,2026-07-20 09:45:00-04:00,419.8658491572212,416.2868002776361,2026-07-20 10:25:00-04:00,410.58653226103155,436.71803293303634,409.7156891960445,2026-07-20 10:25:00-04:00,409.75666076496407,TP,3.9369606749863704,3.2671714453097866,0.03175751390950697
2026-07-21,short,2026-07-21 09:45:00-04:00,395.0051100275079,393.45196763640155,2026-07-21 11:00:00-04:00,392.9053821089263,395.00227186945637,392.32527082031396,2026-07-21 11:00:00-04:00,392.364503347396,TP,49.07809851315253,26.545301142055013,0.2579433462413162
2026-07-30,long,2026-07-30 09:45:00-04:00,411.9609040915159,408.20056850403216,2026-07-30 10:50:00-04:00,411.2012450690014,410.95185628347764,414.9917411298046,2026-07-30 10:50:00-04:00,410.9107610978493,SL,413.7187445427661,-120.17866385485534,-1.1647836150372881
2026-08-06,long,2026-08-06 10:05:00-04:00,387.34211137330936,384.99636547448495,2026-08-06 10:45:00-04:00,390.05369110769675,384.87934936715266,395.7215035712468,2026-08-06 11:25:00-04:00,391.11929683983345,EOD (cierre de sesión),19.707826371874884,21.00077274982476,0.2059403467279786
2026-08-18,long,2026-08-18 09:55:00-04:00,386.61293226136434,383.69815997361707,2026-08-18 10:35:00-04:00,386.8426646904257,386.18330096788554,388.2973151358951,2026-08-18 10:40:00-04:00,386.1446826377888,"SL (vela ambigua, se asume SL primero por conservadurismo)",154.97521754036745,-108.16992044667838,-1.0585690852811755
2026-08-24,short,2026-08-24 09:45:00-04:00,376.86133910322775,374.17030428205385,2026-08-24 11:00:00-04:00,375.1270545969382,376.3671900145561,371.9698769829091,2026-08-24 11:20:00-04:00,372.0070739706074,TP,81.52604602537747,254.35968414053087,2.5158386592358815
2026-08-27,long,2026-08-27 09:45:00-04:00,373.96841437172543,372.361252014427,2026-08-27 10:40:00-04:00,375.6483382983016,373.55791711018384,376.13431753458457,2026-08-27 10:45:00-04:00,376.0967041028311,TP,49.581842436810035,22.23080267423461,0.2144858687225604
2026-09-03,long,2026-09-03 09:45:00-04:00,404.27630247879256,401.05719435338233,2026-09-03 10:55:00-04:00,407.37492575218164,392.27214390998756,408.29365104446094,2026-09-03 11:25:00-04:00,408.2528216793565,TP,6.877490722429534,6.037721094403689,0.0581280943039372
2026-09-07,short,2026-09-07 09:45:00-04:00,396.0856680518437,391.70794899442205,2026-09-07 10:45:00-04:00,387.4542814338729,400.57848081471303,386.9793509176872,2026-09-07 10:45:00-04:00,387.018048852779,TP,7.918930229392632,3.454495373470602,0.033238795635089864
