date,direction,breakout_time,or_high,or_low,entry_time,entry_price,sl,tp,exit_time,exit_price,exit_reason,shares,pnl,r_multiple
2026-02-17,long,2026-02-17 09:45:00-05:00,482.33796421973125,479.85918919090653,2026-02-17 10:35:00-05:00,484.0840268045306,483.80282515930145,485.0154458749132,2026-02-17 10:35:00-05:00,483.7544448767855,SL,355.61669604924214,-117.20483622225107,-1.1720483622225109
2026-02-18,long,2026-02-18 09:50:00-05:00,486.92071338120735,484.8280191048234,2026-02-18 10:30:00-05:00,488.92385993655006,483.8013732093619,488.9862589885036,2026-02-18 10:35:00-05:00,488.93736036260475,TP,19.29296392575056,0.26046323285541073,0.0026355219200541167
2026-02-20,short,2026-02-20 09:45:00-05:00,482.33183035119197,479.8236254010664,2026-02-20 10:40:00-05:00,477.6222469223469,484.4497327660307,463.9672752349793,2026-02-20 11:25:00-05:00,471.9453148125372,EOD (cierre de sesión),14.475395267430029,82.17583619586067,0.831482076972959
2026-02-25,short,2026-02-25 09:45:00-05:00,476.14103464140106,474.8656660581355,2026-02-25 11:05:00-05:00,474.51106575564995,475.67620793941154,471.07723994631687,2026-02-25 11:25:00-05:00,473.94910416905395,EOD (cierre de sesión),85.52802912889429,48.06346694770222,0.4823115963253007
2026-02-26,long,2026-02-26 09:45:00-05:00,480.04867019286246,478.1257563104641,2026-02-26 10:20:00-05:00,481.01240198755016,478.95408519025466,481.88294925124086,2026-02-26 10:35:00-05:00,481.83476095631573,TP,48.647977528585464,40.006100632938185,0.39952983420535526
2026-03-05,short,2026-03-05 09:45:00-05:00,474.4259720926456,473.0450244727716,2026-03-05 10:20:00-05:00,472.6938244161256,474.4927524621962,469.0959683239844,2026-03-05 11:25:00-05:00,471.69245704980597,EOD (cierre de sesión),55.8849535574614,55.9613687607306,0.5566467033002911
2026-03-06,short,2026-03-06 09:45:00-05:00,466.6277194627625,464.7552912683622,2026-03-06 10:20:00-05:00,465.05520503029993,466.20788341647875,464.6888063660809,2026-03-06 10:25:00-05:00,464.7352752467175,TP,87.70236798714068,28.05859960979327,0.277553381254089
2026-03-09,long,2026-03-09 09:45:00-04:00,462.8635059690167,461.680940700384,2026-03-09 11:05:00-04:00,463.37086119691025,462.191897651156,464.8077194509289,2026-03-09 11:10:00-04:00,464.76123867898383,TP,85.98502503037332,119.55164259776376,1.1793218603583535
2026-03-10,long,2026-03-10 09:45:00-04:00,470.80120371594916,469.58040905716956,2026-03-10 10:20:00-04:00,470.2972568735329,469.8203359308218,473.751724603512,2026-03-10 11:25:00-04:00,472.03896454204937,EOD (cierre de sesión),215.06442102225998,374.5793513195277,3.651984034535317
2026-03-11,short,2026-03-11 09:55:00-04:00,472.52616430700203,470.18101093057413,2026-03-11 10:40:00-04:00,468.0637334847652,470.82746515974935,463.67148605275446,2026-03-11 11:25:00-04:00,470.2088761245798,EOD (cierre de sesión),38.46774304938922,-82.5187958726763,-0.7761761603817344
2026-03-13,long,2026-03-13 10:05:00-04:00,479.5406090104563,477.57470962778956,2026-03-13 11:25:00-04:00,479.60109814866183,478.6475110851885,481.0722727127325,2026-03-13 11:25:00-04:00,479.8829677183609,EOD (cierre de sesión),110.62370287175536,31.181455526976173,0.29558870972133966
2026-03-17,short,2026-03-17 09:50:00-04:00,485.896389100538,483.2067616731492,2026-03-17 10:55:00-04:00,484.0559238775694,485.58507332886677,482.25752865658563,2026-03-17 11:05:00-04:00,485.63363183619964,SL,69.18953960813161,-109.1608872937116,-1.0317552396802498
2026-03-24,short,2026-03-24 09:45:00-04:00,477.1133015411119,476.4600909090755,2026-03-24 10:30:00-04:00,475.62785216950516,476.24805650737056,473.6502222648541,2026-03-24 11:25:00-04:00,475.7948879033671,EOD (cierre de sesión),168.83070830291297,-28.200761259810058,-0.26932371101570934
